Price,Close,High,Low,Open,Volume
20-07-2015,29.57929993,29.7808687,29.27246306,29.33293505,235600800
21-07-2015,29.28366852,29.76967622,29.1873644,29.75400032,307025600
22-07-2015,28.04512978,28.10784022,27.32171608,27.32171608,461802400
23-07-2015,28.0316906,28.46394496,28.00929255,28.26461461,203998000
24-07-2015,27.88386536,28.1615837,27.74948562,28.06751806,168649200
27-07-2015,27.49640656,27.68453958,27.35082948,27.56807587,177822000
28-07-2015,27.63303185,27.75173572,27.44714064,27.63303185,134472400
29-07-2015,27.54567719,27.65990074,27.38442081,27.58151269,148046800
30-07-2015,27.40682411,27.4516168,27.25900517,27.39562509,134513200
31-07-2015,27.16717339,27.46728808,27.07982647,27.4583292,171540000
03-08-2015,26.52663231,27.45161472,26.32058152,27.21197027,279904000
04-08-2015,25.67556,26.36089802,25.36424621,26.29818758,496554400
05-08-2015,25.84577751,26.30267014,25.10668615,25.29705765,397250400
06-08-2015,25.90201378,26.21023779,25.67478463,26.09099836,211612000
07-08-2015,25.98975945,26.15399605,25.76027998,25.77827884,154681600
10-08-2015,26.93467522,26.99541922,26.21698662,26.21698662,219806400
11-08-2015,25.53305817,26.58821816,25.49706215,26.50497468,388331200
12-08-2015,25.92675972,25.96725629,24.66461862,25.3170626,404870000
13-08-2015,25.90651894,26.18774471,25.76928062,26.10675155,194143200
14-08-2015,26.08875275,26.16749562,25.65004122,25.71978466,171718000
17-08-2015,26.35872841,26.46896842,25.98525978,26.10674951,163538800
18-08-2015,26.21024323,26.42172557,26.1000032,26.19449465,138242800
19-08-2015,25.87502098,26.21474047,25.80077697,26.12024903,193146000
20-08-2015,25.34406662,25.72653298,25.11458543,25.66578897,274006400
21-08-2015,23.79394722,25.17532788,23.76919922,24.84460614,513102000
24-08-2015,23.19999695,24.47788665,20.6982124,21.34390725,648825200
25-08-2015,23.33949089,24.99759881,23.28549602,24.99759881,414406400
26-08-2015,24.67812157,24.723117,23.63421176,24.09317066,387098400
27-08-2015,25.40481377,25.4768075,24.75236956,25.24957829,338464400
28-08-2015,25.48805618,25.49255504,25.09434007,25.23607726,212657600
31-08-2015,25.36881447,25.7670294,25.19782872,25.20457787,224917200
01-09-2015,24.23491096,25.17082939,24.15391781,24.7816139,307383600
02-09-2015,25.27432442,25.27432442,24.55213676,24.79961684,247555200
03-09-2015,24.83111572,25.37331821,24.75687169,25.30807362,212935600
04-09-2015,24.5836277,24.84910486,24.41264369,24.51613456,199985200
08-09-2015,25.2675705,25.32381565,24.81985958,25.14158191,219374400
09-09-2015,24.78161812,25.65229211,24.69612438,25.59379838,340043200
10-09-2015,25.32606506,25.48580108,24.7253673,24.80860902,251571200
11-09-2015,25.69503593,25.69503593,25.14383411,25.15058326,199662000
14-09-2015,25.94251251,26.29798227,25.84127193,26.22823884,233453600
15-09-2015,26.1607399,26.21698504,25.74227591,26.08199704,173364800
16-09-2015,26.1899929,26.21923977,25.97176144,26.15399518,148694000
17-09-2015,25.62979317,26.20799332,25.58479773,26.0212607,256450400
18-09-2015,25.52405167,25.71528657,25.16858358,25.24507617,297141200
21-09-2015,25.92001343,25.95601115,25.57129454,25.57354312,200888000
22-09-2015,25.51280594,25.68829057,25.31482187,25.50830536,201384800
23-09-2015,25.71978378,25.80977637,25.49030431,25.56454661,143026800
24-09-2015,25.87277031,25.98526062,25.28107192,25.47905424,200878000
25-09-2015,25.80752563,26.252988,25.65228846,26.19674285,224607600
28-09-2015,25.29681587,25.77602387,25.29681587,25.61403758,208436000
29-09-2015,24.53638077,25.53754535,24.26640477,25.38455849,293461600
30-09-2015,24.81535721,25.09433263,24.46213779,24.78610864,265892000
01-10-2015,24.6533699,24.66236933,24.14266308,24.53862934,255716400
02-10-2015,24.83335114,24.97508997,24.19665752,24.30014836,232079200
05-10-2015,24.9233551,25.05609457,24.53863841,24.72087218,208258800
06-10-2015,25.042593,25.13933474,24.69612263,24.88960611,192787200
07-10-2015,24.9233551,25.14608546,24.61513272,25.13933631,187062400
08-10-2015,24.63537788,24.79061506,24.34515268,24.79061506,247918400
09-10-2015,25.22482109,25.26081709,24.63312112,24.74786168,211064400
12-10-2015,25.10783386,25.36656189,25.07183786,25.36206303,121868800
13-10-2015,25.15058517,25.2990715,24.90085653,24.93235369,132197200
14-10-2015,24.79511261,25.08983666,24.64887487,25.03809208,177849600
15-10-2015,25.16633034,25.2203252,24.85810629,24.95709831,150694000
16-10-2015,24.98184395,25.1978251,24.86710337,25.1483291,156930400
19-10-2015,25.13707924,25.14157809,24.77261011,24.92784725,119036800
20-10-2015,25.59605217,25.68604479,24.93235983,25.04934903,195871200
21-10-2015,25.59379005,26.00325462,25.58029005,25.64778491,167180800
22-10-2015,25.9852562,25.9852562,25.67028305,25.72202934,166616400
23-10-2015,26.79068756,26.82443499,26.17199097,26.25523269,237467600
26-10-2015,25.93576431,26.5769587,25.85477116,26.5657107,265335200
27-10-2015,25.77153015,26.21924109,25.64553984,25.96276333,279537600
28-10-2015,26.83343887,26.84018973,26.11125126,26.30698503,342205600
29-10-2015,27.11691666,27.15291438,26.60845992,26.70520167,204909200
30-10-2015,26.88518524,27.2721522,26.87393552,27.2204059,197461200
02-11-2015,27.26315689,27.30365348,26.90993732,27.17766486,128813200
03-11-2015,27.57587051,27.78285224,27.1551562,27.17540534,182076000
04-11-2015,27.44763184,27.85709644,27.36213983,27.70185928,179544400
05-11-2015,27.32110214,27.72102332,27.15390435,27.53122978,158210800
06-11-2015,27.35273361,27.52219132,27.25331959,27.36403148,132169200
09-11-2015,27.24202538,27.52219501,27.12453544,27.33014326,135485600
10-11-2015,26.3834343,26.67716168,26.22301454,26.41280807,236511600
11-11-2015,26.23431396,26.53029956,26.03096436,26.29305979,180872000
12-11-2015,26.14619827,26.39473593,26.13038229,26.26820805,130102400
13-11-2015,25.38251305,26.11231192,25.36669706,26.02871213,183249600
16-11-2015,25.79824829,25.81180436,25.07974735,25.16560533,152426800
17-11-2015,25.68753433,25.99481784,25.60393456,25.96544406,110467600
18-11-2015,26.50092888,26.54611692,26.09648957,26.1552354,186698800
19-11-2015,26.83758163,27.05674721,26.3811763,26.58000606,173183200
20-11-2015,26.95507813,27.09516208,26.85340245,26.93248238,137148400
23-11-2015,26.60486603,27.05223523,26.5122283,26.94829963,129930000
24-11-2015,26.86018372,26.96637752,26.46252409,26.50997205,171212800
25-11-2015,26.66813087,26.93926431,26.64327693,26.93474447,85553200
27-11-2015,26.61841965,26.75398721,26.57097169,26.72687335,52185600
30-11-2015,26.7291317,26.97992926,26.60486201,26.659088,156721200
01-12-2015,26.51222992,26.8443674,26.40377792,26.83081133,139409600
02-12-2015,26.27272415,26.68620139,26.22753612,26.51222384,133546400
03-12-2015,26.02870941,26.38796073,25.80728559,26.33373474,166278000
04-12-2015,26.89407349,26.94378137,26.00837476,26.04904468,231108000
07-12-2015,26.72461128,27.08160262,26.6184175,26.88277285,128336800
08-12-2015,26.71331787,26.79691592,26.40377446,26.55289637,137238000
09-12-2015,26.12360764,26.59131096,26.00159785,26.58001309,185445600
10-12-2015,26.24786949,26.42184704,26.0987476,26.21849744,116850800
11-12-2015,25.57229614,26.07163128,25.49773434,26.02644325,187544800
14-12-2015,25.4141407,25.45932874,24.80635177,25.34635692,257274800
15-12-2015,24.96451187,25.48644284,24.9328799,25.29213118,213292400
16-12-2015,25.15656471,25.30342843,24.58266937,25.09556069,224954000
17-12-2015,24.62334633,25.3621815,24.62334633,25.31021369,179091200
18-12-2015,23.95680237,24.74534514,23.90709449,24.60752111,385813200
21-12-2015,24.25053215,24.2595701,23.85287085,24.23923428,190362400
22-12-2015,24.22793198,24.33864385,24.05169453,24.26634197,131157600
23-12-2015,24.53973961,24.5939656,24.22115824,24.23697423,130629600
24-12-2015,24.40869331,24.62785894,24.39061741,24.62785894,54281600
28-12-2015,24.13529968,24.33187127,23.99069589,24.30927553,106816800
29-12-2015,24.56911087,24.72501253,24.14433745,24.16693147,123724800
30-12-2015,24.24827194,24.56007355,24.21663997,24.53296142,100855200
31-12-2015,23.78282547,24.18274491,23.68340973,24.1782268,163649200
04-01-2016,23.80315971,23.80767955,23.04624894,23.18407469,270597600
05-01-2016,23.20666885,23.91613168,23.1388868,23.89353766,223164000
06-01-2016,22.75252724,23.12985448,22.5649953,22.72089526,273829600
07-01-2016,21.79226303,22.62373568,21.78774492,22.2961181,324377600
08-01-2016,21.90749168,22.39327078,21.86230365,22.26674291,283192000
11-01-2016,22.26222801,22.38197787,21.99335451,22.36164377,198957600
12-01-2016,22.58532333,22.75026293,22.33226587,22.71863096,196616800
13-01-2016,22.0046463,22.86323264,21.98431221,22.6666611,249758400
14-01-2016,22.48591232,22.70281975,21.63184556,22.13344076,252680400
15-01-2016,21.94590759,22.07695533,21.54598806,21.73577992,319335600
19-01-2016,21.83971214,22.28933948,21.5776167,22.2351135,212350800
20-01-2016,21.86908722,22.18540869,21.10765646,21.48724188,289337600
21-01-2016,21.75837708,22.11536678,21.45109353,21.93009303,208646000
22-01-2016,22.91520309,22.92424105,22.22607604,22.28482014,263202000
25-01-2016,22.46784019,22.94006166,22.41587239,22.93780174,207178000
26-01-2016,22.59210396,22.79319366,22.15829259,22.57854789,300308000
27-01-2016,21.10765457,21.83293345,21.08957867,21.69962753,533478800
28-01-2016,21.25904274,21.3561986,20.87493912,21.19126066,222715200
29-01-2016,21.99334908,21.99334908,21.3177782,21.41719393,257666000
01-02-2016,21.78774261,21.85100655,21.55502097,21.79678057,163774000
02-02-2016,21.34715652,21.69962806,21.30196676,21.55954238,149428800
03-02-2016,21.76967239,21.88038431,21.25678102,21.46464878,183857200
04-02-2016,21.94458961,22.11042424,21.62428128,21.77648455,185886800
05-02-2016,21.35848618,22.0172784,21.28352152,21.92641021,185672400
08-02-2016,21.58338928,21.74013516,21.13586479,21.15630922,216085600
09-02-2016,21.5788517,21.79466398,21.33805235,21.41983359,177324800
10-02-2016,21.41528511,21.88779846,21.37666668,21.79011543,169374400
11-02-2016,21.28579521,21.51750922,21.03363677,21.30624138,200298800
12-02-2016,21.35167885,21.46753588,21.12905352,21.39711383,161405600
16-02-2016,21.95368195,22.00138738,21.49252768,21.58566637,196231600
17-02-2016,22.28988647,22.31033091,21.84236199,21.96048945,179452800
18-02-2016,21.86734772,22.46480318,21.82872757,22.45344401,156084000
19-02-2016,21.81737709,21.98093954,21.76285685,21.80829009,141496800
22-02-2016,22.00819397,22.01273833,21.79011132,21.87870735,137123200
23-02-2016,21.51069832,21.9218749,21.4788947,21.89915828,127770400
24-02-2016,21.83100128,21.8946085,21.19946998,21.34940277,145022800
25-02-2016,21.98093414,21.98093414,21.63790751,21.81964391,110330800
26-02-2016,22.01501083,22.26716754,21.94004444,22.0808885,115964400
29-02-2016,21.96503639,22.3148779,21.9559494,22.00365482,140865200
01-03-2016,22.83735847,22.89187869,22.13086092,22.18311068,201628400
02-03-2016,22.88734627,22.91914989,22.63518777,22.83282603,132678400
03-03-2016,23.05772209,23.10542752,22.81919324,22.84872641,147822800
04-03-2016,23.40074348,23.56884852,23.02818544,23.25535506,184220400
07-03-2016,23.14177513,23.35985781,22.9350499,23.2599026,143315600
08-03-2016,22.95094681,23.1167814,22.80783057,22.8941544,126247600
09-03-2016,22.9713974,23.07589524,22.7783018,23.01455846,108806800
10-03-2016,22.98275185,23.22582329,22.75103958,23.03727381,134054400
11-03-2016,23.23037148,23.23491411,23.05772204,23.22582711,109632800
14-03-2016,23.28943825,23.37803603,23.12133315,23.15086632,100304400
15-03-2016,23.75740623,23.8937077,23.5915716,23.61656041,160270800
16-03-2016,24.07316589,24.15040274,23.7596707,23.76421506,153214000
17-03-2016,24.03455162,24.18675488,23.8437282,23.97094266,137682800
18-03-2016,24.06180954,24.19356836,23.89597666,24.15722038,176820800
21-03-2016,24.05954361,24.4548184,23.88462197,24.06408624,142010800
22-03-2016,24.24354362,24.37303025,23.90051699,23.90960399,129777600
23-03-2016,24.10951424,24.32305426,24.05726619,24.189025,102814000
24-03-2016,24.00502014,24.13677897,23.82782807,23.9595869,104532000
28-03-2016,23.89598274,24.12315246,23.86644957,24.07998966,77645600
29-03-2016,24.46163177,24.48662058,23.82555596,23.82782815,124760400
30-03-2016,24.88870811,25.08407417,24.67062544,24.68198462,182404400
31-03-2016,24.75921631,24.96594149,24.73422751,24.92505089,103553600
01-04-2016,24.98639107,24.98866325,24.57975716,24.71151598,103496000
04-04-2016,25.24309158,25.48616303,25.049996,25.08407179,149424800
05-04-2016,24.94550133,25.15449874,24.85690529,24.87735147,106314800
06-04-2016,25.20674324,25.2112876,24.80692419,25.04091037,105616400
07-04-2016,24.65699387,25.08407218,24.56158303,24.97730217,127207600
08-04-2016,24.68424988,24.93640654,24.57293552,24.74104228,94326800
11-04-2016,24.76604462,25.12724541,24.72288354,24.75468717,117630000
12-04-2016,25.08861732,25.10224695,24.68425562,24.83872932,108929200
13-04-2016,25.45208931,25.52023917,25.17039941,25.17039941,133029200
14-04-2016,25.46572113,25.53160055,25.29080124,25.35668065,101895600
15-04-2016,24.95459175,25.51115857,24.9273325,25.46799577,187756000
18-04-2016,24.41619301,24.75013091,24.2935212,24.73650129,243286000
19-04-2016,24.28671074,24.53432485,24.13223529,24.50706387,129539600
20-04-2016,24.336689,24.5547717,24.09361749,24.22537633,122444000
21-04-2016,24.07316589,24.29124853,23.97093852,24.29124853,126210000
22-04-2016,24.0072937,24.18903015,23.76649438,23.85509042,134732400
25-04-2016,23.87099075,24.0004774,23.7415041,23.85281676,112126400
26-04-2016,23.70515633,23.92096857,23.60520284,23.60520284,224064800
27-04-2016,22.221735,22.42391585,21.73559209,21.80828631,458408400
28-04-2016,21.54249763,22.23536401,21.41073883,22.17402896,328970800
29-04-2016,21.29488182,21.51750883,21.01546413,21.35167423,274126000
02-05-2016,21.27216339,21.37211858,20.99047354,21.34712978,192640400
03-05-2016,21.62201309,21.74922758,21.28125853,21.39938601,227325200
04-05-2016,21.39711571,21.78557571,21.31306229,21.62655587,164102000
05-05-2016,21.31026077,21.49996,21.18227177,21.48396137,143562000
06-05-2016,21.19141769,21.35826028,20.99257611,21.33997738,174799600
09-05-2016,21.20741463,21.4313954,21.16170302,21.25541051,131745600
10-05-2016,21.35139656,21.38567982,21.05199303,21.33082765,134747200
11-05-2016,21.14341545,21.38568081,21.13198712,21.3651119,114876400
12-05-2016,20.64745712,21.20512646,20.44861732,21.19141385,305258800
13-05-2016,20.68859673,20.95143277,20.56975005,20.56975005,177571200
16-05-2016,21.45653343,21.57309583,20.94686173,21.11599029,245039200
17-05-2016,21.3673954,21.64394401,21.25769106,21.60966249,187667600
18-05-2016,21.61194992,21.76050957,21.45881998,21.52053021,168249600
19-05-2016,21.52967072,21.63023449,21.38568309,21.63023449,121768400
20-05-2016,21.76280212,21.81079801,21.60281409,21.63024106,128104000
23-05-2016,22.03934479,22.21304539,21.86564419,21.91135579,152074400
24-05-2016,22.37532425,22.4187481,22.13305704,22.21990824,140560800
25-05-2016,22.76843071,22.79585593,22.42331549,22.5513045,152675200
26-05-2016,22.94898796,23.02212479,22.54444852,22.78214365,225324800
27-05-2016,22.93527222,22.96269918,22.6838645,22.72729008,145364800
31-05-2016,22.82328224,22.94670096,22.58558713,22.76385803,169228800
01-06-2016,22.50330162,22.75013899,22.47359039,22.63129059,116693200
02-06-2016,22.33417511,22.36160032,22.0850517,22.30674815,160766400
03-06-2016,22.37988281,22.45987592,22.27246275,22.35017159,114019600
06-06-2016,22.5421524,23.2872347,22.29531681,22.39587881,93170000
07-06-2016,22.63357925,22.82556448,22.61758063,22.68386114,89638000
08-06-2016,22.61301231,22.75471392,22.5535881,22.63129521,83392400
09-06-2016,22.77528572,22.85299283,22.50330734,22.51244967,106405600
10-06-2016,22.58787155,22.70671823,22.50787843,22.51930502,126851600
13-06-2016,22.24732018,22.65414547,22.19246801,22.55586773,152082000
14-06-2016,22.27475166,22.50787645,22.11247941,22.24275442,127727600
15-06-2016,22.20161438,22.49187735,22.17647344,22.35703032,117780800
16-06-2016,22.29532433,22.34103418,21.95706544,22.04391487,125307200
17-06-2016,21.78793526,22.08962483,21.78107895,22.08276853,244032800
20-06-2016,21.73537064,22.07134353,21.71937201,21.9410685,137647600
21-06-2016,21.92049599,22.02105802,21.63937533,21.69879953,142185600
22-06-2016,21.8382206,22.14448051,21.79250899,21.99820686,116876400
23-06-2016,21.96391869,22.00734427,21.7696492,21.92735115,128960800
24-06-2016,21.34682846,21.63480543,21.17541389,21.23483809,301245600
27-06-2016,21.03599739,21.26683618,20.91257868,21.25540784,181958400
28-06-2016,21.39025116,21.40625153,21.05885037,21.23255095,161779600
29-06-2016,21.57538414,21.60966741,21.39939751,21.47710637,146124000
30-06-2016,21.84964371,21.88849726,21.55252616,21.58452341,143345600
01-07-2016,21.91592598,22.04848701,21.78793698,21.82450452,104106000
05-07-2016,21.71023369,21.80394119,21.58910096,21.80165517,110820800
06-07-2016,21.83364105,21.86335402,21.5685208,21.62108695,123796400
07-07-2016,21.92734718,22.05533614,21.85421039,21.87249328,100558400
08-07-2016,22.09648514,22.14448102,21.9524975,22.05305955,115648400
11-07-2016,22.1650486,22.31817854,22.10791041,22.11248069,95179600
12-07-2016,22.26561356,22.32960806,22.19704876,22.20847536,96670000
13-07-2016,22.13990402,22.32274516,22.13304598,22.26332271,103568800
14-07-2016,22.57873154,22.6244414,22.24275864,22.25875727,155676000
15-07-2016,22.57644081,22.69528922,22.51244632,22.60843806,120548000
18-07-2016,22.81642723,22.88499203,22.53530651,22.55816144,145975600
19-07-2016,22.82556915,22.85528039,22.7044347,22.7547166,95119600
20-07-2016,22.84613991,22.96041632,22.79585801,22.85528223,105104000
21-07-2016,22.72499847,23.0838262,22.65643196,22.81641992,130808000
22-07-2016,22.54901505,22.69528866,22.46902019,22.68614635,113254800
25-07-2016,22.24732018,22.59014924,22.15132845,22.45530398,161531600
26-07-2016,22.09419823,22.39131756,22.03706003,22.12848149,224959200
27-07-2016,23.52951241,23.84948671,23.48380254,23.83120206,369379200
28-07-2016,23.84719276,23.87233371,23.49979336,23.50207937,159479200
29-07-2016,23.81748199,23.89519084,23.69634932,23.81291171,110934800
01-08-2016,24.23802185,24.26087678,23.86319545,23.86319545,152671600
